STATION,Date,DAPR,MDPR,Precmm,SNOW,SNWD,TMAX,TMIN,TOBS
USC00312200,5/18/17,,,0,0,0,30,13.3,16.1
USC00312200,5/19/17,,,0,0,0,30,13.3,20.6
USC00312200,5/20/17,,,0,0,0,29.4,17.2,20
USC00312200,5/21/17,,,39.9,0,0,30.6,16.7,17.8
USC00312200,5/22/17,,,2,0,0,30.6,15.6,15.6
USC00312200,5/23/17,,,12.7,0,0,23.3,13.9,13.9
USC00312200,5/24/17,,,15.7,0,0,20,13.9,15
USC00312200,5/25/17,,,4.6,0,0,21.1,8.9,8.9
USC00312200,5/26/17,,,0,0,0,16.7,7.8,8.3
USC00312200,5/27/17,,,0,0,0,26.7,7.8,14.4
USC00312200,5/28/17,,,11.7,0,0,26.7,13.9,23.3
USC00312200,5/29/17,,,0,0,0,26.7,13.9,14.4
USC00312200,5/30/17,,,1.3,0,0,26.7,13.9,16.7
USC00312200,5/31/17,,,0,0,0,27.8,13.3,13.9
USC00312200,6/1/17,,,0,0,0,27.2,11.1,11.1
USC00312200,6/2/17,,,0,0,0,27.2,10.6,12.2
USC00312200,6/3/17,,,0,0,0,29.4,10.6,14.4
USC00312200,6/4/17,,,3.8,0,0,30.6,14.4,20.6
USC00312200,6/5/17,,,7.1,0,0,25,17.8,20
USC00312200,6/6/17,,,10.9,0,0,24.4,17.2,17.2
USC00312200,6/7/17,,,0.5,0,0,26.1,13.3,13.9
USC00312200,6/8/17,,,16,0,0,27.2,12.8,12.8
USC00312200,6/9/17,,,0.5,0,0,23.3,11.7,11.7
USC00312200,6/10/17,,,0,0,0,26.7,11.1,18.9
USC00312200,6/11/17,,,0,0,0,28.3,13.3,26.7
USC00312200,6/12/17,,,0,0,0,28.3,16.7,17.2
USC00312200,6/13/17,,,3.8,0,0,29.4,17.2,17.8
USC00312200,6/14/17,,,1,0,0,30,17.8,18.3
USC00312200,6/15/17,,,1.8,0,0,30,17.8,18.3
USC00312200,6/16/17,,,0,0,0,30.6,17.8,17.8
USC00312200,6/17/17,,,0,0,0,30.6,17.8,21.7
USC00312200,6/18/17,,,0,0,0,30.6,16.7,26.7
USC00312200,6/19/17,,,0,0,0,27.8,18.9,18.9
USC00312200,6/20/17,,,13,0,0,27.8,16.7,16.7
USC00312200,6/21/17,,,0.5,0,0,26.7,16.7,18.3
USC00312200,6/22/17,,,5.6,0,0,23.9,18.3,18.3
USC00312200,6/23/17,,,17.3,0,0,23.9,18.3,20
USC00312200,6/24/17,,,12.2,0,0,29.4,19.4,20.6
USC00312200,6/25/17,,,2.8,0,0,26.7,16.1,22.2
USC00312200,6/26/17,,,0,0,0,23.9,11.7,11.7
USC00312200,6/27/17,,,0,0,0,26.7,10.6,10.6
USC00312200,6/28/17,,,0,0,0,24.4,8.9,9.4
USC00312200,6/29/17,,,0,0,0,27.8,9.4,15
USC00312200,6/30/17,,,2,0,0,27.8,15,18.9
USC00312200,7/1/17,,,39.4,0,0,25,18.9,22.2
USC00312200,7/2/17,,,2,0,0,30,17.8,26.1
USC00312200,7/3/17,,,0,0,0,30,17.8,18.3
USC00312200,7/4/17,,,0.5,0,0,29.4,18.3,25.6
USC00312200,7/5/17,,,0,0,0,28.9,18.3,18.9
USC00312200,7/6/17,,,2.8,0,0,30.6,17.8,17.8
USC00312200,7/7/17,,,5.8,0,0,29.4,17.8,18.9
USC00312200,7/8/17,,,2.5,0,0,28.9,18.9,21.7
USC00312200,7/9/17,,,8.1,0,0,29.4,16.7,27.2
USC00312200,7/10/17,,,0,0,0,28.9,15.6,16.1
USC00312200,7/11/17,,,0,0,0,30.6,16.1,17.2
USC00312200,7/12/17,,,0,0,0,31.7,17.2,19.4
USC00312200,7/13/17,,,0,0,0,32.2,18.3,19.4
USC00312200,7/14/17,,,0.5,0,0,32.8,19.4,20.6
USC00312200,7/15/17,,,6.4,0,0,32.2,20,20.6
USC00312200,7/16/17,,,17,0,0,28.3,18.9,18.9
USC00312200,7/17/17,,,6.1,0,0,30.6,17.8,18.3
USC00312200,7/18/17,,,3,0,0,30.6,17.2,17.8
USC00312200,7/19/17,,,0,0,0,31.1,16.1,16.1
USC00312200,7/20/17,,,3.3,0,0,31.1,16.1,16.7
USC00312200,7/21/17,,,5.8,0,0,31.1,16.1,16.7
USC00312200,7/22/17,,,0.5,0,0,32.8,16.7,20
USC00312200,7/23/17,,,0,0,0,33.9,18.3,25.6
USC00312200,7/24/17,,,5.6,0,0,32.8,19.4,19.4
USC00312200,7/25/17,,,0,0,0,30.6,18.3,18.9
USC00312200,7/26/17,,,0,0,0,32.8,18.9,18.9
USC00312200,7/27/17,,,0,0,0,32.2,18.9,20.6
USC00312200,7/28/17,,,3.8,0,0,28.9,20,20
USC00312200,7/29/17,,,5.1,0,0,23.9,19.4,19.4
USC00312200,7/30/17,,,0,0,0,27.8,12.8,21.1
USC00312200,7/31/17,,,0,0,0,29.4,12.8,12.8
USC00312200,8/1/17,,,0,0,0,28.9,12.8,13.3
USC00312200,8/2/17,,,0,0,0,29.4,12.8,16.7
USC00312200,8/3/17,,,1.8,0,0,26.1,13.9,13.9
USC00312200,8/4/17,,,0,0,0,28.9,13.9,15
USC00312200,8/5/17,,,4.1,0,0,29.4,15,19.4
USC00312200,8/6/17,,,0,0,0,29.4,12.2,28.3
USC00312200,8/7/17,,,9.4,0,0,30.6,12.2,20
USC00312200,8/8/17,,,30.2,0,0,24.4,19.4,20
USC00312200,8/9/17,,,1.8,0,0,27.8,17.2,17.8
USC00312200,8/10/17,,,0,0,0,27.2,17.8,20
USC00312200,8/11/17,,,2.5,0,0,22.8,18.9,18.9
USC00312200,8/12/17,,,31.8,0,0,28.9,18.9,20
USC00312200,8/13/17,,,1,0,0,29.4,19.4,26.7
USC00312200,8/14/17,,,0,0,0,30,18.9,18.9
USC00312200,8/15/17,,,1,0,0,30.6,18.9,20.6
USC00312200,8/16/17,,,0.3,0,0,29.4,18.3,18.3
USC00312200,8/17/17,,,0,0,0,31.7,18.3,19.4
USC00312200,8/18/17,,,0,0,0,31.7,18.9,20
USC00312200,8/19/17,,,0,0,0,31.7,16.7,17.2
USC00312200,8/20/17,,,0,0,0,30.6,16.1,18.3
USC00312200,8/21/17,,,0,0,0,32.2,16.7,16.7
USC00312200,8/22/17,,,0,0,0,30.6,16.7,18.3
USC00312200,8/23/17,,,0,0,0,30.6,15.6,17.2
USC00312200,8/24/17,,,0,0,0,29.4,16.1,16.7
USC00312200,8/25/17,,,0,0,0,30.6,13.3,13.9
USC00312200,8/26/17,,,0,0,0,28.9,13.9,16.7
USC00312200,8/27/17,,,2.5,0,0,29.4,16.1,17.8
USC00312200,8/28/17,,,1.8,0,0,26.7,13.9,14.4
USC00312200,8/29/17,,,0,0,0,22.8,13.9,15
USC00312200,8/30/17,,,0,0,0,29.4,14.4,17.8
USC00312200,8/31/17,,,6.6,0,0,29.4,14.4,17.8
USC00312200,9/1/17,,,29.2,0,0,20.6,17.8,19.4
USC00312200,9/2/17,,,3.8,0,0,26.1,15,16.7
USC00312200,9/3/17,,,0,0,0,20.6,11.7,12.2
USC00312200,9/4/17,,,0,0,0,26.7,11.1,12.2
USC00312200,9/5/17,,,0,0,0,27.8,12.2,13.3
USC00312200,9/6/17,,,11.7,0,0,27.8,12.8,15
USC00312200,9/7/17,,,4.8,0,0,21.7,8.3,8.3
USC00312200,9/8/17,,,0,0,0,22.2,7.2,8.9
USC00312200,9/9/17,,,0,0,0,23.9,7.8,10
USC00312200,9/10/17,,,0,0,0,24.4,7.8,7.8
USC00312200,9/11/17,,,0,0,0,19.4,7.8,10
USC00312200,9/12/17,,,19.3,0,0,17.2,9.4,16.1
USC00312200,9/13/17,,,1.8,0,0,17.2,12.8,13.3
USC00312200,9/14/17,,,0.5,0,0,20,13.3,14.4
USC00312200,9/15/17,,,0.5,0,0,21.7,13.9,14.4
USC00312200,9/16/17,,,0,0,0,25.6,13.3,13.3
USC00312200,9/17/17,,,0,0,0,27.2,13.3,15
USC00312200,9/18/17,,,0,0,0,27.8,12.2,12.2
USC00312200,9/19/17,,,0,0,0,28.3,12.2,12.8
USC00312200,9/20/17,,,0,0,0,28.3,12.2,15
USC00312200,9/21/17,,,0,0,0,30,13.9,13.9
USC00312200,9/22/17,,,0.3,0,0,28.9,13.3,15
USC00312200,9/23/17,,,0,0,0,29.4,14.4,16.1
USC00312200,9/24/17,,,0,0,0,28.9,14.4,14.4
USC00312200,9/25/17,,,0,0,0,28.9,12.8,12.8
USC00312200,9/26/17,,,0,0,0,27.8,12.8,13.3
USC00312200,9/27/17,,,0,0,0,28.9,12.8,13.3
USC00312200,9/28/17,,,0,0,0,30,13.3,14.4
USC00312200,9/29/17,,,0,0,0,30,14.4,15
USC00312200,9/30/17,,,0,0,0,28.9,12.8,13.3
USC00312200,10/1/17,,,0,0,0,26.1,5,6.1
USC00312200,10/2/17,,,0,0,0,20.6,3.3,3.9
USC00312200,10/3/17,,,0,0,0,24.4,3.9,7.8
USC00312200,10/4/17,,,0,0,0,24.4,3.9,7.8
USC00312200,10/5/17,,,0,0,0,26.7,6.1,6.1
USC00312200,10/6/17,,,0,0,0,27.2,6.1,8.3
USC00312200,10/7/17,,,0,0,0,27.2,7.8,16.1
USC00312200,10/8/17,,,7.9,0,0,25.6,16.1,20
USC00312200,10/9/17,,,57.7,0,0,22.2,18.3,20.6
USC00312200,10/10/17,,,0.5,0,0,26.7,20.6,20.6
USC00312200,10/11/17,,,0,0,0,26.7,17.8,17.8
USC00312200,10/12/17,,,0,0,0,28.3,15,15.6
USC00312200,10/13/17,,,0,0,0,27.8,12.8,13.3
USC00312200,10/14/17,,,0,0,0,27.2,13.3,14.4
USC00312200,10/15/17,,,0,0,0,27.2,13.3,13.9
USC00312200,10/16/17,,,8.4,0,0,26.7,13.3,13.3
USC00312200,10/17/17,,,0,0,0,17.2,1.7,1.7
USC00312200,10/18/17,,,0,0,0,19.4,1.7,2.8
USC00312200,10/19/17,,,0,0,0,22.2,1.1,1.1
USC00312200,10/20/17,,,0,0,0,21.7,1.1,2.8
USC00312200,10/21/17,,,0,0,0,25.6,2.2,7.8
USC00312200,10/22/17,,,0,0,0,22.8,5,12.8
USC00312200,10/23/17,,,1.3,0,0,22.8,5,13.9
USC00312200,10/24/17,,,50.5,0,0,16.7,3.3,3.9
USC00312200,10/25/17,,,0,0,0,13.3,-0.6,0.6
USC00312200,10/26/17,,,0,0,0,8.3,-2.2,-2.2
USC00312200,10/27/17,,,0,0,0,17.2,-2.8,0.6
USC00312200,10/28/17,,,3,0,0,21.7,0,11.7
USC00312200,10/29/17,,,40.6,0,0,21.7,0,3.9
USC00312200,10/30/17,,,0,0,0,6.7,-0.6,0
USC00312200,10/31/17,,,0,0,0,14.4,-1.1,0
USC00312200,11/1/17,,,0,0,0,19.4,-0.6,3.3
USC00312200,11/2/17,,,0,0,0,21.1,3.3,10
USC00312200,11/3/17,,,0,0,0,22.8,9.4,11.7
USC00312200,11/4/17,,,0,0,0,24.4,9.4,12.2
USC00312200,11/5/17,,,0,0,0,22.8,11.7,13.9
USC00312200,11/6/17,,,0,0,0,24.4,12.8,13.3
USC00312200,11/7/17,,,0,0,0,21.1,12.8,13.3
USC00312200,11/8/17,,,25.9,0,0,18.9,12.2,12.8
USC00312200,11/9/17,,,0.8,0,0,14.4,8.9,9.4
USC00312200,11/10/17,,,0.3,0,0,15.6,0.6,0.6
USC00312200,11/11/17,,,0,0,0,15.6,0.6,4.4
USC00312200,11/12/17,,,0,0,0,10,0.6,7.8
USC00312200,11/13/17,,,2,0,0,15.6,0.6,6.1
USC00312200,11/14/17,,,0,0,0,17.8,2.2,2.8
USC00312200,11/15/17,,,0,0,0,15.6,2.8,5.6
USC00312200,11/16/17,,,0,0,0,16.1,5.6,6.1
USC00312200,11/17/17,,,0,0,0,17.2,-2.2,-2.2
USC00312200,11/18/17,,,0,0,0,17.8,-2.2,2.2
USC00312200,11/19/17,,,11.2,0,0,16.7,1.7,3.9
USC00312200,11/20/17,,,0,0,0,7.2,-4.4,-4.4
USC00312200,11/21/17,,,0,0,0,12.2,-5,2.2
USC00312200,11/22/17,,,0,0,0,16.7,1.7,1.7
USC00312200,11/23/17,,,0,0,0,15,-3.3,5
USC00312200,11/24/17,,,0,0,0,13.9,-3.3,-3.3
USC00312200,11/25/17,,,0,0,0,15.6,-3.3,0
USC00312200,11/26/17,,,0,0,0,14.4,-2.8,10
USC00312200,11/27/17,,,0,0,0,13.3,-5.6,-5
USC00312200,11/28/17,,,0,0,0,15.6,-5.6,-4.4
USC00312200,11/29/17,,,0,0,0,17.2,-4.4,-2.8
USC00312200,11/30/17,,,0,0,0,17.8,-2.8,-0.6
USC00312200,12/1/17,,,1,0,0,18.9,-2.8,10
USC00312200,12/2/17,,,0,0,0,17.2,7.2,10
USC00312200,12/3/17,,,0,0,0,16.1,3.3,7.2
USC00312200,12/4/17,,,0,0,0,16.7,-0.6,-0.6
USC00312200,12/5/17,,,0,0,0,16.7,-0.6,8.3
USC00312200,12/6/17,,,11.9,0,0,14.4,3.3,3.3
USC00312200,12/7/17,,,0,0,0,3.9,0,0.6
USC00312200,12/8/17,,,2,33,25,7.8,0,0
USC00312200,12/9/17,,,21.6,180,178,0.6,-0.6,0
USC00312200,12/10/17,,,0,0,178,2.2,-7.8,-1.1
USC00312200,12/11/17,,,0,0,152,3.9,-7.2,-7.2
USC00312200,12/12/17,,,0,0,127,10,-7.8,-3.9
USC00312200,12/13/17,,,0,0,76,5,-7.8,-6.7
USC00312200,12/14/17,,,0,0,76,6.7,-7.2,-1.7
USC00312200,12/15/17,,,0,0,51,7.8,-7.2,-0.6
USC00312200,12/16/17,,,0,0,25,3.9,-7.8,-7.2
USC00312200,12/17/17,,,0,0,25,7.8,-7.2,-0.6
USC00312200,12/18/17,,,0,0,25,5,-0.6,1.7
USC00312200,12/19/17,,,0,0,0,15.6,-2.2,-1.7
USC00312200,12/20/17,,,9.9,0,0,18.9,-2.2,8.9
USC00312200,12/21/17,,,11.7,0,0,13.9,8.3,8.3
USC00312200,12/22/17,,,0,0,0,12.8,2.8,3.3
USC00312200,12/23/17,,,0.5,0,0,17.8,2.8,17.2
USC00312200,12/24/17,,,8.4,0,0,17.2,5.6,6.1
USC00312200,12/25/17,,,0,0,0,13.3,-3.9,0.6
USC00312200,12/26/17,,,0,0,0,1.7,-3.3,-2.8
USC00312200,12/27/17,,,0,0,0,8.3,-4.4,3.9
USC00312200,12/28/17,,,0,0,0,6.7,-6.7,-6.7
USC00312200,12/29/17,,,0,0,0,6.7,-6.7,6.7
USC00312200,12/30/17,,,0,0,0,8.3,-5.6,-5.6
USC00312200,12/31/17,,,0,0,0,6.1,-5.6,-1.7
USC00312200,1/1/18,,,0,0,0,0,-10.6,-10.6
USC00312200,1/2/18,,,0,0,0,-3.9,-16.1,-15.6
USC00312200,1/3/18,,,0,0,0,0.6,-15.6,-8.3
USC00312200,1/4/18,,,0,0,0,1.7,-8.3,-7.8
USC00312200,1/5/18,,,0,0,0,-3.3,-13.3,-11.7
USC00312200,1/6/18,,,0,0,0,-1.1,-15,-8.3
USC00312200,1/7/18,,,0,0,0,1.7,-15,-13.3
USC00312200,1/8/18,,,0,0,0,4.4,-13.3,-1.7
USC00312200,1/9/18,,,1.3,0,0,4.4,-5,1.7
USC00312200,1/10/18,,,0,0,0,11.7,1.7,3.9
USC00312200,1/11/18,,,0,0,0,12.8,3.9,11.7
USC00312200,1/12/18,,,34,0,0,13.9,11.7,12.2
USC00312200,1/13/18,,,10.9,0,0,13.9,-2.8,-2.8
USC00312200,1/14/18,,,0,0,0,1.7,-10.6,-4.4
USC00312200,1/15/18,,,0,0,0,1.1,-8.3,-7.8
USC00312200,1/16/18,,,0,0,0,5.6,-8.3,-6.7
USC00312200,1/17/18,,,3.8,51,51,8.3,-7.2,-6.7
USC00312200,1/18/18,,,0.3,3,51,-2.8,-13.9,-13.9
USC00312200,1/19/18,,,0,0,25,3.3,-13.9,-10
USC00312200,1/20/18,,,0,0,0,8.9,-10.6,-5.6
USC00312200,1/21/18,,,0,0,0,12.8,-5.6,-3.3
USC00312200,1/22/18,,,0,0,0,16.1,-3.3,0.6
USC00312200,1/23/18,,,9.9,0,0,14.4,0,8.3
USC00312200,1/24/18,,,0,0,0,11.1,-2.2,-2.2
USC00312200,1/25/18,,,0,0,0,10,-5,-5
USC00312200,1/26/18,,,0,0,0,10.6,-5.6,-5
USC00312200,1/27/18,,,0,0,0,11.7,-5.6,5.6
USC00312200,1/28/18,,,8.4,0,0,11.7,5.6,8.3
USC00312200,1/29/18,,,9.7,0,0,10.6,5.6,5.6
USC00312200,1/30/18,,,1.5,3,0,11.7,-3.9,-3.9
USC00312200,1/31/18,,,0,0,0,3.9,-7.2,-7.2
USC00312200,2/1/18,,,0,0,0,11.7,-7.2,-2.2
USC00312200,2/2/18,,,3,0,0,13.3,-2.2,-0.6
USC00312200,2/3/18,,,0,0,0,2.8,-8.3,-8.3
USC00312200,2/4/18,,,7.9,13,25,8.3,-8.3,-0.6
USC00312200,2/5/18,,,11.7,0,0,3.9,-0.6,0
USC00312200,2/6/18,,,0,0,0,10.6,-2.8,0
USC00312200,2/7/18,,,8.9,0,0,11.1,0,10
USC00312200,2/8/18,,,16.8,0,0,13.3,-2.2,-1.7
USC00312200,2/9/18,,,0,0,0,13.3,-3.9,-3.9
USC00312200,2/10/18,,,7.6,0,0,15,-4.4,5.6
USC00312200,2/11/18,,,69.9,0,0,15,5.6,13.9
USC00312200,2/12/18,,,16.3,0,0,16.1,12.2,12.8
USC00312200,2/13/18,,,2.8,0,0,15,5.6,5.6
USC00312200,2/14/18,,,0,0,0,16.7,5.6,8.9
USC00312200,2/15/18,,,3,0,0,18.3,7.8,12.8
USC00312200,2/16/18,,,0,0,0,23.3,12.2,18.9
USC00312200,2/17/18,,,1.3,0,0,22.2,7.8,11.1
USC00312200,2/18/18,,,5.1,0,0,17.8,3.9,9.4
USC00312200,2/19/18,,,0.5,0,0,19.4,9.4,10.6
USC00312200,2/20/18,,,0.5,0,0,19.4,10.6,15
USC00312200,2/21/18,,,0.3,0,0,21.7,14.4,16.1
USC00312200,2/22/18,,,5.6,0,0,22.8,13.3,14.4
USC00312200,2/23/18,,,0,0,0,25,10.6,10.6
USC00312200,2/24/18,,,2.5,0,0,23.9,10.6,12.2
USC00312200,2/25/18,,,5.6,0,0,23.3,12.2,15.6
USC00312200,2/26/18,,,7.1,0,0,16.1,10,10
USC00312200,2/27/18,,,0,0,0,16.7,-2.2,-2.2
USC00312200,2/28/18,,,1.3,0,0,17.8,-2.8,5.6
USC00312200,3/1/18,,,48.3,0,0,12.2,5.6,8.9
USC00312200,3/2/18,,,12.7,0,0,13.3,3.9,5
USC00312200,3/3/18,,,0,0,0,13.3,-1.7,-1.7
USC00312200,3/4/18,,,0,0,0,15.6,-4.4,13.9
USC00312200,3/5/18,,,0,0,0,19.4,-2.2,-1.7
USC00312200,3/6/18,,,3.8,0,0,16.7,-1.7,6.7
USC00312200,3/7/18,,,5.1,5,0,12.8,-1.1,0
USC00312200,3/8/18,,,0,0,0,6.1,-0.6,-0.6
USC00312200,3/9/18,,,0,0,0,3.9,-6.1,-5.6
USC00312200,3/10/18,,,0,0,0,11.1,-6.1,0
USC00312200,3/11/18,,,5.1,0,0,10,0,7.2
USC00312200,3/12/18,,,11.9,0,0,11.1,5,5.6
USC00312200,3/13/18,,,0.5,0,0,6.7,-0.6,-0.6
USC00312200,3/14/18,,,0,0,0,7.8,-2.8,-2.8
USC00312200,3/15/18,,,0,0,0,7.8,-2.8,-2.8
USC00312200,3/16/18,,,0,0,0,16.7,-6.1,7.8
USC00312200,3/17/18,,,0.5,0,0,20.6,3.9,7.8
USC00312200,3/18/18,,,3,0,0,23.3,6.1,12.2
USC00312200,3/19/18,,,0,0,0,22.8,9.4,9.4
USC00312200,3/20/18,,,8.6,0,0,17.8,8.9,8.9
USC00312200,3/21/18,,,3.6,0,0,18.9,-1.1,-0.6
USC00312200,3/22/18,,,0,0,0,1.7,-1.7,0.6
USC00312200,3/23/18,,,0,0,0,8.9,-3.3,-2.8
USC00312200,3/24/18,,,0.3,0,0,10.6,-2.8,3.9
USC00312200,3/25/18,,,27.9,0,0,10,3.9,5
USC00312200,3/26/18,,,0,0,0,12.2,2.8,2.8
USC00312200,3/27/18,,,0,0,0,10,2.8,5.6
USC00312200,3/28/18,,,0,0,0,12.8,5.6,9.4
USC00312200,3/29/18,,,0,0,0,22.2,9.4,13.3
USC00312200,3/30/18,,,13.5,0,0,21.7,10.6,15.6
USC00312200,3/31/18,,,0,0,0,16.7,-1.1,-1.1
USC00312200,4/1/18,,,0,0,0,20,-1.1,16.7
USC00312200,4/2/18,,,0,0,0,23.3,8.3,8.9
USC00312200,4/3/18,,,0,0,0,25.6,6.1,6.7
USC00312200,4/4/18,,,6.6,0,0,25.6,6.1,13.3
USC00312200,4/5/18,,,0,0,0,13.9,-1.7,-1.7
USC00312200,4/6/18,,,0,0,0,18.3,-1.7,1.1
USC00312200,4/7/18,,,15.7,0,0,13.9,1.1,10.6
USC00312200,4/8/18,,,1,0,0,14.4,-1.7,-0.6
USC00312200,4/9/18,,,1.3,0,0,13.9,-0.6,5
USC00312200,4/10/18,,,0,0,0,12.8,3.3,3.9
USC00312200,4/11/18,,,0,0,0,18.3,-0.6,6.1
USC00312200,4/12/18,,,0,0,0,18.9,1.7,1.7
USC00312200,4/13/18,,,0,0,0,24.4,1.7,4.4
USC00312200,4/14/18,,,0,0,0,25,4.4,12.2
USC00312200,4/15/18,,,0.3,0,0,24.4,11.7,16.7
USC00312200,4/16/18,,,38.6,0,0,17.2,2.8,2.8
USC00312200,4/17/18,,,0,0,0,7.8,0,0
USC00312200,4/18/18,,,0,0,0,20.6,-0.6,8.9
USC00312200,4/19/18,,,0,0,0,29.4,8.9,15
USC00312200,4/20/18,,,0,0,0,15,-1.7,-1.7
USC00312200,4/21/18,,,0,0,0,22.2,-1.7,1.1
USC00312200,4/22/18,,,0,0,0,21.7,0.6,6.7
USC00312200,4/23/18,,,7.6,0,0,15,6.7,11.1
USC00312200,4/24/18,,,24.6,0,0,13.3,9.4,11.1
USC00312200,4/25/18,,,19.1,0,0,19.4,10.6,10.6
USC00312200,4/26/18,,,0,0,0,18.3,9.4,10
USC00312200,4/27/18,,,11.7,0,0,15,8.3,8.3
USC00312200,4/28/18,,,0,0,0,21.7,3.9,5
USC00312200,4/29/18,,,0,0,0,23.3,4.4,7.8
USC00312200,4/30/18,,,0,0,0,20.6,0,0
USC00312200,5/1/18,,,0,0,0,25.6,0,3.9
USC00312200,5/2/18,,,0,0,0,28.3,3.9,7.2
USC00312200,5/3/18,,,0,0,0,29.4,7.2,9.4
USC00312200,5/4/18,,,0,0,0,30,9.4,11.7
USC00312200,5/5/18,,,0,0,0,29.4,11.7,13.3
USC00312200,5/6/18,,,8.1,0,0,23.9,12.8,12.8
USC00312200,5/7/18,,,0,0,0,22.8,8.3,8.3
USC00312200,5/8/18,,,8.4,0,0,24.4,8.3,10
USC00312200,5/9/18,,,1,0,0,23.9,9.4,12.8
USC00312200,5/10/18,,,0,0,0,26.1,11.7,11.7
USC00312200,5/11/18,,,3.3,0,0,27.2,11.7,13.9
USC00312200,5/12/18,,,5.1,0,0,28.9,12.2,12.8
USC00312200,5/13/18,,,0,0,0,30.6,12.2,27.2
USC00312200,5/14/18,,,0,0,0,31.7,12.8,12.8
USC00312200,5/15/18,,,0,0,0,32.2,12.8,16.1
USC00312200,5/16/18,,,21.3,0,0,25,16.1,17.2
USC00312200,5/17/18,,,17.5,0,0,22.2,16.1,16.1
USC00312200,5/18/18,,,24.6,0,0,24.4,16.1,17.2
USC00312200,5/19/18,,,7.6,0,0,25,16.1,20
USC00312200,5/20/18,,,0,0,0,28.3,16.1,27.8
USC00312200,5/21/18,,,0.3,0,0,28.9,15.6,16.1
USC00312200,5/22/18,,,0,0,0,28.3,15.6,16.7
USC00312200,5/23/18,,,7.6,0,0,27.2,16.7,17.8
USC00312200,5/24/18,,,0.3,0,0,29.4,16.1,16.7
USC00312200,5/25/18,,,0,0,0,29.4,16.7,17.8
USC00312200,5/26/18,,,2.8,0,0,26.7,17.8,18.3
USC00312200,5/27/18,,,15,0,0,27.8,17.8,26.1
USC00312200,5/28/18,,,0.8,0,0,27.2,17.8,17.8
USC00312200,5/29/18,,,18.8,0,0,23.9,17.8,19.4
USC00312200,5/30/18,,,25.7,0,0,23.3,19.4,19.4
USC00312200,5/31/18,,,22.4,0,0,25.6,17.8,17.8
USC00312200,6/1/18,,,14.2,0,0,28.3,16.1,16.7
USC00312200,6/2/18,,,0,0,0,30,16.7,17.2
USC00312200,6/3/18,,,0.8,0,0,28.3,16.7,27.2
USC00312200,6/4/18,,,1,0,0,31.7,12.2,15
USC00312200,6/5/18,,,0,0,0,27.8,10.6,11.7
USC00312200,6/6/18,,,0,0,0,28.9,10.6,13.3
USC00312200,6/7/18,,,0,0,0,29.4,12.8,15
USC00312200,6/8/18,,,0,0,0,30.6,14.4,18.9
USC00312200,6/9/18,,,4.3,0,0,30.6,16.1,16.1
USC00312200,6/10/18,,,0,0,0,29.4,16.1,25.6
USC00312200,6/11/18,,,1.5,0,0,31.1,17.2,17.2
USC00312200,6/12/18,,,27.2,0,0,28.3,17.2,17.2
USC00312200,6/13/18,,,0,0,0,26.7,15.6,16.7
USC00312200,6/14/18,,,3.6,0,0,26.7,16.7,16.7
USC00312200,6/15/18,,,0,0,0,31.7,13.9,15.6
USC00312200,6/16/18,,,0,0,0,31.7,13.9,16.7
USC00312200,6/17/18,,,0,0,0,32.2,16.7,28.9
USC00312200,6/18/18,,,0.3,0,0,32.8,17.2,17.8
USC00312200,6/19/18,,,0,0,0,32.8,17.2,17.8
USC00312200,6/20/18,,,9.9,0,0,32.2,17.8,20
USC00312200,6/21/18,,,0,0,0,31.1,18.9,20
USC00312200,6/22/18,,,0.3,0,0,27.8,17.8,18.3
USC00312200,6/23/18,,,2.8,0,0,30,17.2,17.8
USC00312200,6/24/18,,,2.5,0,0,28.3,17.2,25.6
USC00312200,6/25/18,,,0.8,0,0,30,17.8,17.8
USC00312200,6/26/18,,,15,0,0,31.1,17.8,18.3
USC00312200,6/27/18,,,8.9,0,0,30.6,17.2,17.8
USC00312200,6/28/18,,,15.2,0,0,30,17.2,18.3
USC00312200,6/29/18,,,28.4,0,0,24.4,17.8,18.9
USC00312200,6/30/18,,,0,0,0,31.1,17.2,17.8
USC00312200,7/1/18,,,5.8,,,31.7,17.8,26.1
USC00312200,7/2/18,,,5.3,0,0,29.4,20,20.6
USC00312200,7/3/18,,,0,0,0,28.9,18.9,19.4
USC00312200,7/4/18,,,0,0,0,32.2,17.8,28.9
USC00312200,7/5/18,,,0,,,31.7,20,20.6
USC00312200,7/6/18,,,41.9,,,31.7,20,20
USC00312200,7/7/18,,,9.9,,,28.9,18.9,20.6
USC00312200,7/8/18,,,12.4,,,26.1,17.2,25.6
USC00312200,7/9/18,,,0,,,30.6,13.3,13.3
USC00312200,7/10/18,,,0,,,30.6,13.3,15
USC00312200,7/11/18,,,0,0,0,31.1,15,17.8
USC00312200,7/12/18,,,0,0,0,32.2,15,18.9
USC00312200,7/13/18,,,18.8,0,0,32.2,18.9,20
USC00312200,7/14/18,,,5.1,,,30.6,18.9,18.9
USC00312200,7/15/18,,,3.8,,,29.4,18.9,23.9
USC00312200,7/16/18,,,15.2,0,0,30,19.4,20
USC00312200,7/17/18,,,34,0,0,28.9,19.4,20
USC00312200,7/18/18,,,0,0,0,31.1,20,20
USC00312200,7/19/18,,,0,,,31.7,16.7,17.8
USC00312200,7/20/18,,,0,,,27.2,17.2,18.3
USC00312200,7/21/18,,,13.2,,,27.8,17.2,20
